dtVenda;vlVenda;cdCliente;cdProduto
09/01/2016 00:00;449.19;7325;4
9/16/2018 00:00:00;764.93;7473;5
1/27/2017 00:00:00;526.95;5813;4
5/24/2018 00:00:00;537.82;2842;4
9/16/2018 00:00:00;608.66;6763;5
03/08/2018 00:00;326.78;5393;5
09/12/2018 00:00;794.87;4629;5
4/27/2018 00:00:00;612.24;7108;5
10/07/2017 00:00;587.26;5608;5
12/11/2018 00:00;998.06;4630;4
7/27/2017 00:00:00;177.33;8796;5
4/17/2016 00:00:00;425.57;5608;5
3/26/2018 00:00:00;702.32;5608;4
3/13/2017 00:00:00;440.99;5543;4
11/10/2018 00:00;131.83;3705;5
4/21/2018 00:00:00;169.61;4725;5
12/07/2017 00:00;885.12;8671;5
5/21/2018 00:00:00;464.97;9670;4
05/04/2016 00:00;148.27;6763;4
2/28/2017 00:00:00;297.25;9670;5
2/20/2017 00:00:00;928.85;5393;4
07/07/2016 00:00;701.90;4629;5
9/15/2017 00:00:00;446.55;7215;4
08/11/2016 00:00;583.82;6682;5
06/01/2017 00:00;693.58;9670;5
7/24/2018 00:00:00;687.17;5758;5
2/17/2017 00:00:00;246.48;9670;5
3/19/2016 00:00:00;441.06;7473;4
5/22/2018 00:00:00;124.56;3808;5
10/04/2016 00:00;747.69;9385;5
11/30/2018 00:00:00;858.23;7108;3
10/15/2017 00:00:00;419.81;9670;4
04/03/2018 00:00;937.51;7215;5
10/30/2016 00:00:00;547.50;7108;5
5/23/2017 00:00:00;994.73;7108;5
09/05/2018 00:00;448.07;5194;5
2/24/2018 00:00:00;979.79;7325;5
02/02/2017 00:00;131.44;5813;4
7/27/2016 00:00:00;513.13;5758;5
7/23/2017 00:00:00;377.48;2842;4
05/01/2018 00:00;821.74;9670;5
5/22/2017 00:00:00;509.07;3160;5
6/24/2018 00:00:00;707.48;8671;5
12/19/2017 00:00:00;296.46;5608;3
9/16/2017 00:00:00;529.15;4630;5
7/14/2016 00:00:00;938.19;5543;4
09/09/2016 00:00;605.15;8796;4
9/16/2018 00:00:00;985.90;6682;4
1/30/2018 00:00:00;691.72;5608;4
05/04/2018 00:00;705.70;5194;5
9/18/2018 00:00:00;362.95;2650;5
9/23/2018 00:00:00;763.21;2650;3
05/01/2016 00:00;907.33;2650;5
7/22/2018 00:00:00;776.00;6682;5
7/25/2017 00:00:00;685.55;5194;5
10/24/2016 00:00:00;499.04;5813;4
02/12/2017 00:00;738.91;7473;4
03/02/2018 00:00;682.30;3705;4
11/15/2018 00:00:00;837.75;4630;5
10/18/2017 00:00:00;862.32;5758;5
11/09/2017 00:00;725.92;8796;5
05/08/2018 00:00;520.83;9670;5
03/01/2017 00:00;731.20;7473;5
12/28/2017 00:00:00;715.12;5608;4
11/19/2017 00:00:00;452.85;9670;3
4/23/2016 00:00:00;447.66;7108;5
4/29/2016 00:00:00;885.70;6682;5
7/20/2018 00:00:00;426.55;7325;5
3/18/2016 00:00:00;512.84;4725;4
7/26/2016 00:00:00;597.27;3705;5
07/09/2017 00:00;569.52;5758;3
08/12/2016 00:00;932.79;4630;5
4/17/2017 00:00:00;586.67;5758;5
05/03/2018 00:00;933.92;8796;4
9/16/2018 00:00:00;424.40;3808;4
03/07/2016 00:00;898.15;5393;5
2/19/2018 00:00:00;404.01;7215;5
12/28/2017 00:00:00;485.65;5543;5
10/01/2016 00:00;462.59;8796;5
11/25/2017 00:00:00;258.81;2650;5
12/28/2017 00:00:00;840.86;6763;5
10/16/2016 00:00:00;816.34;7473;4
01/03/2016 00:00;732.86;6682;4
04/09/2017 00:00;248.47;3705;5
09/04/2017 00:00;374.05;6763;5
10/25/2018 00:00:00;385.00;7215;5
8/27/2018 00:00:00;834.18;9385;4
01/11/2016 00:00;836.05;9385;5
10/22/2017 00:00:00;655.49;5194;5
2/13/2016 00:00:00;429.68;5543;4
04/11/2018 00:00;436.12;9670;5
08/12/2016 00:00;504.54;9385;5
5/15/2018 00:00:00;659.61;7108;4
01/10/2018 00:00;512.87;6682;4
05/12/2018 00:00;276.98;8671;5
6/22/2016 00:00:00;317.93;4725;5
4/18/2017 00:00:00;187.06;8796;4
5/29/2016 00:00:00;420.47;7325;5
07/08/2018 00:00;912.55;5608;5
05/01/2016 00:00;269.73;7473;4
7/23/2016 00:00:00;180.26;5543;5
2/21/2017 00:00:00;700.96;5543;5
03/11/2016 00:00;945.78;7108;4
03/05/2018 00:00;119.24;3808;5
10/12/2016 00:00;863.92;8671;5
12/26/2018 00:00:00;798.02;4630;5
06/08/2017 00:00;826.66;9670;4
5/23/2018 00:00:00;752.65;6763;5
9/22/2016 00:00:00;269.69;9670;5
12/01/2016 00:00;131.60;5543;4
12/06/2018 00:00;345.37;8796;5
10/06/2016 00:00;470.54;4629;4
4/29/2016 00:00:00;509.93;7325;5
6/20/2018 00:00:00;741.14;4629;5
03/07/2017 00:00;211.68;4629;4
02/07/2017 00:00;699.73;5543;5
5/19/2017 00:00:00;838.79;9385;4
5/14/2016 00:00:00;975.75;5758;4
2/16/2017 00:00:00;518.34;5813;5
12/06/2017 00:00;886.94;5608;5
10/29/2017 00:00:00;462.36;9385;4
4/30/2018 00:00:00;817.07;5194;5
01/01/2016 00:00;138.88;7473;5
7/23/2017 00:00:00;236.79;7473;5
01/03/2016 00:00;486.01;3160;4
08/06/2018 00:00;258.56;4725;5
10/27/2017 00:00:00;524.12;3808;5
7/26/2016 00:00:00;850.29;5608;4
04/11/2018 00:00;598.61;9385;5
6/16/2016 00:00:00;122.19;5194;5
3/30/2018 00:00:00;963.66;4629;4
11/24/2016 00:00:00;897.79;3160;4
1/27/2016 00:00:00;668.46;6763;5
08/02/2016 00:00;797.15;8671;5
12/28/2016 00:00:00;898.23;2842;4
08/07/2017 00:00;333.60;6682;4
8/23/2016 00:00:00;319.37;7473;5
12/28/2017 00:00:00;869.56;7325;5
12/18/2018 00:00:00;952.64;4630;5
4/17/2017 00:00:00;721.57;7473;4
10/01/2017 00:00;482.36;5758;5
8/26/2018 00:00:00;132.31;6682;4
12/21/2017 00:00:00;460.40;3808;5
9/14/2018 00:00:00;658.74;3160;5
07/03/2018 00:00;236.42;8796;5
7/28/2018 00:00:00;842.63;2650;5
01/01/2018 00:00;400.40;4630;5
7/25/2017 00:00:00;482.40;7215;5
12/19/2018 00:00:00;873.52;9670;5
11/03/2018 00:00;930.74;3808;5
07/01/2017 00:00;191.86;5194;4
11/02/2017 00:00;989.79;5543;4
07/04/2018 00:00;533.17;4629;3
06/11/2018 00:00;516.08;5393;5
5/25/2016 00:00:00;536.20;5543;4
4/16/2016 00:00:00;683.23;7473;5
4/18/2016 00:00:00;408.60;3705;5
09/06/2016 00:00;113.60;5758;4
5/17/2016 00:00:00;751.61;6682;5
02/03/2016 00:00;572.41;8796;5
04/01/2018 00:00;878.60;4630;4
03/12/2017 00:00;497.43;5543;5
7/16/2017 00:00:00;649.13;4629;5
11/09/2017 00:00;171.65;5813;4
11/21/2018 00:00:00;668.23;7108;5
07/09/2016 00:00;327.75;5758;4
04/03/2016 00:00;410.66;3160;4
12/09/2017 00:00;441.99;8671;5
7/22/2018 00:00:00;851.08;9670;5
8/22/2017 00:00:00;992.28;6682;5
4/27/2017 00:00:00;450.06;6763;5
07/03/2018 00:00;926.81;2650;5
03/08/2016 00:00;796.21;5393;5
5/30/2018 00:00:00;742.00;5393;5
08/01/2018 00:00;328.13;8796;4
8/31/2018 00:00:00;743.29;7108;3
05/01/2016 00:00;937.89;2650;5
10/31/2018 00:00:00;505.66;5608;5
03/10/2018 00:00;716.34;4725;5
07/03/2016 00:00;326.06;6682;5
6/16/2018 00:00:00;848.99;3705;5
9/23/2018 00:00:00;413.38;8796;5
5/22/2018 00:00:00;301.54;2842;5
5/28/2016 00:00:00;327.77;5194;4
10/25/2018 00:00:00;753.24;7108;3
09/07/2017 00:00;315.87;2842;5
2/14/2017 00:00:00;638.16;5543;5
9/25/2018 00:00:00;907.84;6682;4
06/10/2017 00:00;822.61;3705;4
9/28/2016 00:00:00;708.89;5543;5
7/31/2016 00:00:00;418.38;5813;5
06/08/2018 00:00;321.63;7473;4
03/11/2017 00:00;556.18;5543;5
6/18/2016 00:00:00;129.41;6682;5
06/04/2016 00:00;194.06;6763;5
03/09/2016 00:00;879.07;5813;5
9/13/2017 00:00:00;616.99;5194;5
11/12/2016 00:00;792.09;7215;5
02/01/2016 00:00;989.03;2650;5
4/17/2016 00:00:00;571.31;7108;5
7/16/2017 00:00:00;929.14;9385;5
10/13/2016 00:00:00;354.28;6682;5
10/19/2018 00:00:00;301.48;5758;5
11/15/2016 00:00:00;710.60;5813;5
12/04/2018 00:00;722.95;5758;3
02/03/2017 00:00;448.60;7325;4
11/08/2017 00:00;328.31;5758;5
1/22/2017 00:00:00;797.13;3808;5
10/13/2017 00:00:00;832.64;5194;4
10/29/2016 00:00:00;455.33;3160;4
8/26/2016 00:00:00;584.30;7325;5
10/08/2018 00:00;877.32;8671;3
11/25/2017 00:00:00;876.03;9670;5
12/21/2016 00:00:00;652.84;3808;5
11/13/2018 00:00:00;234.59;8796;4
1/15/2017 00:00:00;457.69;8671;5
04/05/2018 00:00;279.48;6763;5
1/19/2017 00:00:00;699.48;5758;4
11/24/2016 00:00:00;600.28;5194;5
04/12/2016 00:00;225.55;3808;5
9/17/2017 00:00:00;626.64;2842;5
08/12/2017 00:00;442.11;3160;5
2/16/2018 00:00:00;961.05;3160;3
3/13/2016 00:00:00;653.47;2650;5
03/11/2018 00:00;625.39;7108;5
05/11/2016 00:00;707.53;4725;4
1/30/2016 00:00:00;858.80;5758;5
1/21/2016 00:00:00;832.31;8796;5
3/26/2017 00:00:00;253.37;7108;5
02/01/2016 00:00;953.78;4629;4
12/28/2017 00:00:00;194.26;5194;5
01/01/2016 00:00;737.46;2650;3
09/11/2017 00:00;936.87;4630;5
01/05/2018 00:00;399.57;8671;4
8/29/2016 00:00:00;924.19;5813;5
11/10/2017 00:00;742.56;5813;5
5/14/2017 00:00:00;643.45;6763;5
11/22/2018 00:00:00;308.23;5758;5
01/01/2017 00:00;743.17;3705;4
04/02/2016 00:00;697.02;7473;5
11/15/2018 00:00:00;509.90;7325;5
8/13/2017 00:00:00;581.51;9385;5
8/19/2016 00:00:00;670.16;6763;3
08/12/2016 00:00;414.46;7215;5
12/24/2018 00:00:00;698.28;2842;5
04/08/2017 00:00;782.43;7325;3
8/22/2017 00:00:00;128.72;9670;5
12/22/2016 00:00:00;126.25;4630;5
04/10/2017 00:00;339.01;6682;5
2/22/2016 00:00:00;493.65;7108;5
5/30/2018 00:00:00;737.77;5543;5
10/10/2016 00:00;546.32;3160;4
2/28/2018 00:00:00;635.04;6763;4
11/02/2016 00:00;253.49;5543;4
6/20/2016 00:00:00;487.32;5758;5
6/14/2017 00:00:00;122.99;7325;5
3/17/2017 00:00:00;201.84;7215;5
4/18/2016 00:00:00;411.64;3705;5
06/04/2016 00:00;777.51;6682;5
10/18/2018 00:00:00;930.00;4629;5
9/26/2018 00:00:00;861.31;5393;5
8/28/2017 00:00:00;756.97;7108;5
2/28/2016 00:00:00;352.43;4630;5
10/30/2016 00:00:00;315.00;5194;5
02/02/2016 00:00;368.67;5608;5
09/10/2016 00:00;748.70;5194;5
09/09/2018 00:00;534.73;9385;5
2/15/2018 00:00:00;523.70;5194;5
04/09/2018 00:00;573.75;6682;5
12/21/2016 00:00:00;258.68;5393;5
2/27/2018 00:00:00;542.67;8796;5
08/10/2017 00:00;829.78;6763;5
6/18/2018 00:00:00;320.05;5393;5
04/09/2018 00:00;424.94;6763;4
4/21/2018 00:00:00;999.22;6763;5
06/10/2018 00:00;403.72;3705;5
09/06/2017 00:00;404.97;3808;5
1/19/2017 00:00:00;168.11;7215;5
11/23/2016 00:00:00;775.75;9670;5
06/10/2018 00:00;418.85;4725;5
4/22/2016 00:00:00;710.52;2650;5
8/30/2017 00:00:00;423.13;3808;4
8/28/2017 00:00:00;304.96;4629;4
12/18/2018 00:00:00;934.89;5813;5
04/04/2017 00:00;446.11;9670;5
06/04/2018 00:00;517.87;9385;5
8/14/2016 00:00:00;935.33;3705;4
8/31/2017 00:00:00;591.01;4630;5
12/25/2017 00:00:00;654.57;9385;5
11/10/2018 00:00;446.44;4725;5
9/20/2016 00:00:00;983.56;7473;4
10/16/2018 00:00:00;693.42;3160;5
10/04/2017 00:00;939.44;9385;4
06/06/2018 00:00;701.77;3705;4
12/04/2018 00:00;774.79;5393;5
01/12/2017 00:00;735.00;7473;4
10/14/2017 00:00:00;528.60;2650;5
11/11/2016 00:00;348.02;6763;5
08/11/2016 00:00;668.99;7215;4
5/27/2017 00:00:00;566.19;7215;5
1/29/2018 00:00:00;751.46;5813;5
2/28/2016 00:00:00;240.60;2842;5
11/21/2016 00:00:00;254.45;7325;5
06/07/2016 00:00;828.69;5393;4
03/01/2016 00:00;468.59;4630;5
04/11/2017 00:00;791.81;4629;4
08/01/2017 00:00;665.07;7215;5
9/27/2018 00:00:00;472.21;4629;4
12/23/2018 00:00:00;302.07;8796;4
12/28/2018 00:00:00;831.35;5194;4
12/17/2016 00:00:00;689.06;3705;4
5/14/2017 00:00:00;227.16;7473;5
04/01/2016 00:00;375.61;7473;5
8/27/2018 00:00:00;820.75;5393;5
4/23/2018 00:00:00;974.89;5758;5
1/27/2018 00:00:00;437.64;7215;5
3/23/2016 00:00:00;322.64;3160;4
4/13/2017 00:00:00;575.06;2650;5
06/08/2017 00:00;546.78;5543;5
09/05/2018 00:00;458.67;5608;5
3/31/2016 00:00:00;233.54;5393;5
11/21/2018 00:00:00;387.00;7215;5
12/17/2016 00:00:00;258.57;7473;4
01/09/2018 00:00;226.21;5393;5
11/20/2017 00:00:00;284.43;8671;5
05/03/2018 00:00;431.06;5194;5
6/14/2016 00:00:00;433.29;4725;5
11/29/2016 00:00:00;755.81;7325;4
7/26/2016 00:00:00;829.13;6763;4
11/25/2016 00:00:00;582.13;7215;4
12/15/2018 00:00:00;442.34;7473;5
10/18/2017 00:00:00;560.24;5758;5
09/06/2016 00:00;638.75;5393;4
11/30/2016 00:00:00;550.59;8796;5
10/30/2017 00:00:00;974.78;7325;5
9/26/2016 00:00:00;429.95;6682;5
5/22/2016 00:00:00;306.31;3808;5
6/30/2016 00:00:00;827.12;2842;5
7/14/2017 00:00:00;403.61;2650;4
4/30/2016 00:00:00;622.29;3808;5
2/22/2016 00:00:00;487.60;6763;5
09/03/2017 00:00;519.75;2842;4
1/31/2017 00:00:00;655.43;5543;5
6/21/2017 00:00:00;172.09;6682;4
9/16/2017 00:00:00;266.57;5608;4
08/06/2018 00:00;163.66;5758;5
8/21/2018 00:00:00;117.03;5758;5
9/22/2018 00:00:00;353.25;7108;4
04/03/2018 00:00;145.00;6763;5
4/22/2016 00:00:00;210.97;5393;5
11/21/2016 00:00:00;764.28;5608;4
